,lyrics,album,year,title
169,"[Verse 1]
Well, house got too crowded, clothes got too tight
And I know just where I'm going tonight
Out where the sky's been cleared by a good hard rain
There's somebody callin' my secret name

[Chorus]
I'm going down to Lucky Town
Going down to Lucky Town
I wanna lose these blues I've found
Down in Lucky Town
Baby, down in Lucky Town

[Verse 2]
Had a coat of fine leather and snakeskin boots
But that coat always had a thread hangin' loose
Well, I pulled it one night and to my surprise
It led me right past your house and on over the rise

[Chorus]
I'm going down to Lucky Town
Down to Lucky Town
I'm gonna lose these blues I've found
Down in Lucky Town
Baby, down in Lucky Town
[Bridge]
I had some victory that was just failure in deceit
Now the joke's comin' up through the soles of my feet
I been a long time walking on fortune's cane
Well, tonight I'm steppin' lightly and feelin' no pain

[Verse 3]
Well, here's to your good looks, baby, now here's to my health
Here's to the loaded places that we take ourselves
When it comes to luck, you make your own
Tonight I got dirt on my hands, but I'm building me a new home

[Chorus]
Baby, down in Lucky Town
Down in Lucky Town
I'm gonna lose these blues I've found
Down in Lucky Town
Baby, down in Lucky Town

[Chorus]
I'm going down to Lucky Town
Down to Lucky Town
I'm gonna lose these blues I've found
Down in Lucky Town
Baby, down in Lucky Town
[Chorus]
I'm going down to Lucky Town
Down to Lucky Town
I'm gonna lose these blues I've found
Down in Lucky Town
Baby, down in Lucky Town",Lucky Town,1992,Lucky Town
170,"[Verse 1]
I was driving through my hometown
I was just kinda killin' time
When I seen a face staring out of a black velvet painting
From the window of the five-and-dime
I couldn't quite recall the name
But the pose looked familiar to me
So I asked the salesgirl, ""Who was that man
'Tween the doberman and Bruce Lee?""

[Chorus]
She said ""Just a local hero""
""Local hero,"" she said with a smile
""Yeah, a local hero
He used to live here for a while""

[Verse 2]
I met a stranger dressed in black at the train station
He said, ""Son, your soul can be saved""
Well, there's beautiful women, nights of low livin'
And some dangerous money to be made
There's a big town 'cross the whiskey line
And if we turn the right cards up
Well, then they make us boss, the devil pays off
And them folks that are real hard up
[Chorus]
They get their local hero
Somebody with the right style
They get their local hero
Yeah, somebody with just the right smile

[Bridge]
Well, I learned my job, I learned it well
Fit myself with religion and a story to tell
First they made me the king, then they made me pope
Well, then they brought the rope

[Verse 3]
I woke to a gypsy girl sayin', ""Drink this""
Well, my hands had lost all sensation
These days I'm feeling all right
'Cept I can't tell my courage from my desperation
From the tainted chalice
Well, I drunk some heady wine
Tonight I'm layin' here, but there's something in my ear
Sayin' there's a little town just beneath the flood line

[Chorus]
Needs a local hero
Somebody with the right style
Lookin' for a local hero
Someone with the right smile
[Chorus]
Lookin' for a local hero
Yeah, someone with the right style
Lookin' for a local hero
Somebody with just the right smile

[Outro]
Local hero
Local hero, she said with a smile
He was a local hero
He used to live here for a while
Local hero
Local hero",Lucky Town,1992,Local Hero
171,"[Verse 1]
We said we'd walk together, baby, come what may
That come the twilight, should we lose our way
If as we're walking, a hand should slip free
I'll wait for you, and should I fall behind, wait for me

[Verse 2]
We swore we'd travel, darlin', side by side
We'd help each other stay in stride
But each lover's steps fall so differently
But I'll wait for you, and if I should fall behind, wait for me

[Verse 3]
Now everyone dreams of a love lasting and true
Oh, but you and I know what this world can do
So let's make our steps clear that the other may see
And I'll wait for you, and if I should fall behind, wait for me

[Verse 4]
Now there's a beautiful river in the valley ahead
There 'neath the oak's bough, soon we will be wed
Should we lose each other in the shadow of the evening trees
I'll wait for you, and should I fall behind, wait for me

[Outro]
Darlin', I'll wait for you, and should I fall behind, wait for me
Yeah, I'll wait for you, and should I fall behind, wait for me
I'll wait for you, and should I fall behind, wait for me",Lucky Town,1992,If I Should Fall Behind
172,"[Verse 1]
All over the world the rain was pourin'
I was scratchin' where it itched
Oh, heartbreak and despair got nothing but boring
So I grabbed you, baby, like a wild pitch

[Chorus]
It takes a leap of faith to get things going
It takes a leap of faith, you gotta show some guts
It takes a leap of faith to get things going
In your heart, you must trust

[Verse 2]
Now your legs were heaven, your breasts were the altar
Your body was the holy land
You shouted ""jump,"" but my heart faltered
You laughed and said, ""Baby, don't you understand?""

[Chorus]
It takes a leap of faith to get things going
It takes a leap of faith, you gotta show some guts
It takes a leap of faith to get things going
In your heart, you must trust

[Bridge]
Now you were the Red Sea, I was Moses
I kissed you and slipped into a bed of roses
The waters parted and love rushed inside
I was Jesus' son, yeah, sanctified

[Verse 3]
Tonight the moon's looking young, but I'm feelin' younger
'Neath a veil of dreams, sweet blessings rain
Honey, I can feel the first breeze of summer
And in your love, I'm born again

[Chorus]
It takes a leap of faith to get things going
It takes a leap of faith, you gotta show some guts
It takes a leap of faith to get things going
In your heart, you must trust

[Chorus]
It takes a leap of faith to get things going
It takes a leap of faith, you gotta show some guts
It takes a leap of faith to get things going
In your heart, you must trust

[Outro]
It takes a leap of faith
It takes a leap of faith
It takes a leap of faith
It takes a leap of faith
It takes a leap of faith
It takes a leap of faith
In your heart, you must trust
It takes a leap of faith
It takes a leap of faith",Lucky Town,1992,Leap Of Faith
173,"[Verse 1]
Billy had a mistress down on 'A' and 12th
She was that little somethin' that he did for himself
His own little secret, didn't hurt nobody
Come the afternoon, he'd take her wadin'

[Chorus]
Waist deep in the big muddy
Waist deep in the big muddy
You start out standing, but end up crawlin', son

[Verse 2]
Got in some trouble and needed a hand from a friend of mine
This old friend had a figure in mind
It was nothing illegal, just a little bit funny
He said ""C'mon, don't tell me that the rich don't know
Sooner or later, it all comes down to money""

[Chorus]
And you're waist deep in the big muddy
Waist deep in the big muddy
You start on higher ground, but end up crawlin', sonny

[Bridge]
Well I had a friend said, ""You watch what you do
Poison snake bites you and you're poison too""

[Verse 3]
Well, how beautiful the river flows and the birds they sing
Yeah, but you and I, we're messier things
Ain't no one leavin' this world, buddy
Without their shirttail dirty or their hands a little bloody

[Chorus]
Waist deep in the big muddy
Waist deep in the big muddy
You start on higher ground, but end up somehow crawlin', sonny

[Outro]
Waist deep in the big muddy
Waist deep in the big muddy
Waist deep in the big muddy
Woo!
Woo",Lucky Town,1992,The Big Muddy
174,"[Verse 1]
Well, now on a summer night
In a dusky room
Come a little piece of the Lord's undying light
Crying like he swallowed the fiery moon
Well, in his mother's arms
It was all the beauty I could take
Like the missing words to some prayer
Oh, that I could never make

[Chorus]
In a world so hard and dirty
So fouled and confused
Searching for a little bit of God's mercy
I found living proof

[Verse 2]
Well, I put my heart and soul, babe
I put 'em high up on a shelf
Yeah, right next to that faith
The faith that I'd lost in myself
I went down into the desert city
Yeah, just tryin' so hard to shed my skin
I crawled deep into some kind of darkness
Lookin' to burn out every, every trace of who I'd been
[Chorus]
You do some sad, sad things, baby
When it's you you're tryin' to lose
You do some sad and hurtful things
I've seen living proof

[Bridge]
You shot through my anger and rage
To show me my prison was just an open cage
There were no keys, no guards
Oh, just one frightened man and some old shadows for bars

[Verse 3]
Well, now all that's sure on the boulevard
Is that life is just a house of cards
As fragile as each and every breath
Of this boy sleepin' in our bed
Tonight let's lie beneath the eaves, baby
We're just a close band of happy thieves
And when that train comes, we'll get on board
We'll steal what we can from the treasures, treasures of the Lord

[Chorus]
It's a long, long drought, baby
Tonight the rain's pourin' down on our roof
Oh, looking for a little bit of God's mercy
I found living proof
[Outro]
I found living proof
I found living proof
I found living proof",Lucky Town,1992,Living Proof
175,"[Verse 1]
I'm standing in the backyard
Listening to the party inside
Tonight I'm drinkin' in the forgiveness
This life provides
The scars we carry remain
But the pain slips away, it seems
Oh won't you, baby, be in my book of dreams?

[Verse 2]
I'm watching you through the window
With your girlfriends from back home
You're showing off your dress
There's laughter and a toast
From your daddy
To the prettiest bride he's ever seen
Oh won't you, baby, be in my book of dreams?

[Verse 3]
In the darkness, my fingers slip across your skin
I feel your sweet reply
The room fades away
And suddenly I'm way up high
Just holding you to me
As through the window, the moonlight streams
Oh won't you, baby, be in my book of dreams?

[Verse 4]
Now the ritual begins
'Neath the wedding garland, we meet as strangers
The dance floor is alive
With beauty, mystery, and danger
We dance out 'neath the stars' ancient light
Into the darkening trees
Oh won't you, baby, be in my book of dreams?",Lucky Town,1992,Book of Dreams
176,"[Verse 1]
On the road to Basra, stood young Lieutenant Jimmy Bly
Detailed to go through the clothes of the soldiers who died
At night in dreams, he sees their souls rise
Like dark geese into the Oklahoma skies

[Chorus]
Well, this is a prayer for the souls of the departed
Those who've gone and left their babies brokenhearted
This is a prayer for the souls of the departed

[Verse 2]
Now Raphael Rodriguez was just seven years old
Shot down in a schoolyard by some East Compton Cholos
His mama cried, ""My beautiful boy is dead""
In the hills, the self-made men just sighed and shook their heads

[Chorus]
This is a prayer for the souls of the departed
Those who've gone, left their babies brokenhearted
Young lives over before they got started
This is a prayer for the souls of the departed

[Bridge]
Tonight as I tuck my own son in bed
All I can think of is what if it would've been him instead
I want to build me a wall so high nothing can burn it down
Right here on my own piece of dirty ground

[Verse 3]
Now I ply my trade in the land of king dollar
Where you get paid and your silence passes as honor
And all the hatred and dirty little lies
Been written off the books and into decent men's eyes",Lucky Town,1992,Souls of the Departed
177,"[Verse 1]
Well, I sought gold and diamond rings
My own drug to ease the pain that living brings
Walked from the mountain to the valley floor
Searching for my beautiful reward
Searching for my beautiful reward

[Verse 2]
From a house on a hill, a sacred light shines
I walk through these rooms, but none of them are mine
Down empty hallways, I went from door to door
Searching for my beautiful reward
Searching for my beautiful reward

[Verse 3]
Well, your hair shone in the sun
I was so high, I was the lucky one
Then I came crashing down like a drunk on a barroom floor
Searching for my beautiful reward
Searching for my beautiful reward

[Verse 4]
Tonight I can feel the cold wind at my back
I'm flying high over gray fields, my feathers long and black
Down along the river's silent edge, I soar
Searching for my beautiful reward
Searching for my beautiful reward
[Outro]
Searching for my beautiful reward
Searching for my beautiful reward",Lucky Town,1992,My Beautiful Reward
178,"[Verse 1]
You and me, we were the pretenders
We let it all slip away
In the end, what you don't surrender
Well, the world just strips away

[Verse 2]
Girl, ain't no kindness in the face of strangers
Ain't gonna find no miracles here
Well, you can wait on your blessings, darlin'
I got a deal for you right here

[Chorus 1]
I ain't lookin' for prayers or pity
I ain't comin' round searchin' for a crutch
I just want someone to talk to
And a little of that human touch
Just a little of that human touch

[Verse 3]
Ain't no mercy on the streets of this town
Ain't no bread from heavenly skies
Ain't nobody drawin' wine from this blood
It's just you and me tonight

[Chorus 2]
Tell me, in a world without pity
Do you think what I'm asking's too much?
I just want something to hold on to
And a little of that human touch
Just a little of that human touch
[Bridge]
Oh girl, that feeling of safety you prize
Well, it comes with a hard hard price
You can't shut off the risk and the pain
Without losin' the love that remains
We're all riders on this train

[Verse 4]
So you've been broken and you've been hurt
Show me somebody who ain't
Yeah, I know I ain't nobody's bargain
But hell, a little touch-up and a little paint

[Chorus 3]
You might need somethin' to hold on to
When all the answers, they don't amount to much
Somebody that you can just talk to
And a little of that human touch

[Chorus 2]
Baby, in a world without pity
Do you think what I'm asking's too much?
I just want to feel you in my arms
And share a little of that human touch

[Outro]
Share a little of that human touch
Feel a little of that human touch
Feel a little of that human touch
Share a little of that human touch
Feel a little of that human touch
Give you a little of that human touch
Give me a little of that human touch",Human Touch,1992,Human Touch
179,"[Verse 1]
Rode through forty nights of the gospels' rain
Black sky pourin' snakes, frogs, and love in vain
You were down where the river grows wider
Baby, let me be your soul driver

[Verse 2]
Well, if something in the air feels a little unkind
Don't worry, darlin', it'll slip your mind
I'll be your gypsy joker, your shotgun rider
Baby, let me be your soul driver

[Bridge]
Now no one knows which way love's wheel turns
Will we hit it rich or crash and burn?
Does fortune wait or just the black hand of fate?
This love potion's all we've got, one toast before it's too late

[Verse 3]
If the angels are unkind or the season is dark
Or if in the end love just falls apart
Then here's to our destruction
Baby, let me be your soul driver",Human Touch,1992,Soul Driver
180,"[Verse 1]
I bought a bourgeois house in the Hollywood Hills
With a truckload of hundred thousand dollar bills
[Man came by to hook up my cable TV
We settled in for the night, my baby and me]

[Chorus 1]
We switched round and round till half-past dawn
There was fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on
‎

[Verse 2]
Well now, home entertainment was my baby's wish
So I hopped into town for a satellite dish
I tied it to the top of my Japanese car
I came home and I pointed it out into the stars

[Chorus 2]
A message came back from the great beyond
There's fifty-seven channels and nothin' on
‎Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on

[Bridge]
Well, we might'a made some friends with some billionaires
We might'a got all nice and friendly, if we'd made it upstairs
‎
[Chorus 3]
All I got was a note that said, ""Bye-bye, John
Our love's fifty-seven channels and nothin' on""
‎Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on

[Verse 3]
So I bought a .44 Magnum, it was solid steel cast
And in the blessed name of Elvis, well, I just let it blast
Till my TV lay in pieces there at my feet
And they busted me for disturbin' the almighty peace

[Chorus 4]
Judge said, ""What you got in your defense, son?""
‎""Fifty-seven channels and nothin' on""
‎Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on

[Chorus 5]
I can see by your eyes, friend, you're just about gone
Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on

[Outro]
Fifty-seven channels and nothin' on
Fifty-seven channels and nothin' on",Human Touch,1992,57 Channels (And Nothin' On)
181,"[Verse 1]
First time I crossed my heart, I was beggin', baby, please
At your bedside down on my knees
When I crossed my heart, when I crossed my heart
I crossed my heart, pretty baby, over you

[Verse 2]
Second time I crossed my heart, rain came in from the south
I was lyin' there with something sweet and salty in my mouth
When I crossed my heart, when I crossed my heart
When I crossed my heart, pretty darlin', over you

[Bridge 1]
Well, you may think the world's black and white
And you're dirty or you're clean
You better watch out you don't slip
Through them spaces in-between

[Verse 3]
Where the night gets sticky and the sky gets black
I grabbed you, baby, and you grabbed me back
And we crossed our hearts, we crossed our hearts
Yeah, I crossed my heart

[Bridge 2]
Well, little boys, little girls
They know their wrongs from their rights
Yeah, once you crossed your heart
You ain't ever supposed to lie

[Verse 4]
Well, life ain't nothin' but a cold, hard ride
I ain't leavin' till I'm satisfied
I cross my heart, yeah, I cross my heart
Well I cross my heart, pretty, darlin' over you",Human Touch,1992,Cross My Heart
182,"[Verse 1]
I was your big man, I was your Prince Charming
King on a white horse, hey now, look how far I've fallen
I tried to trick you, yeah, but baby, you got wise
You cut me, cut me right down to size
Now I'm just a fool in Gloria's eyes

[Verse 2]
Swore I'd get you back, I was so sure
I'd get you back like I'd done so many times before
A little sweet talk to cover over all of the lies
You came runnin' back, but to my surprise
There was somethin' gone in Gloria's eyes

[Bridge]
Well, in the dark when it was just me and you
I asked the question that I knew the answer to
Is that a smile, my little dolly on the shelf?
Tell me is that a smile or is it somethin' else?

[Verse 3]
I work hard to prove my love is true
I work hard and I bring it on home to you
At night, I pray as silently as you lie
Someday my love again will rise
Like a shining torch in Gloria's eyes
[Refrain]
Like a shining torch in Gloria's eyes
Yeah, like a shining torch in Gloria's eyes

[Outro]
I was your big man, I was your Prince Charming
King on a white horse, now look how far I've fallen",Human Touch,1992,Gloria's Eyes
183,"[Verse 1]
Ol' catfish in the lake, we called him Big Jim
When I was a kid my only wish was to get my line in him
Skipped church one Sunday, rowed out and throwed in my line
Jim took that hook, pole, and me right over the side

[Verse 2]
Went driftin' down past old tires and rusty cans of beer
The angel of the lake whispered in my ear
""Before you choose your wish, son, you better think first
With every wish, there comes a curse""

[Verse 3]
I fell in love with beautiful Doreen
She was the prettiest thing this old town'd ever seen
I courted her and I made her mine
But I grew jealous whenever another man come walkin' down the line

[Verse 4]
And my jealousy made me treat her mean and cruel
She sighed, ""Bobby, oh Bobby, you're such a fool
Don't you know before you choose your wish, you'd better think first?
'Cause with every wish, there comes a curse""

[Verse 5]
These days I sit around and laugh at the many rivers I've crossed
But on the far banks, there's always another forest where a man can get lost
Well, there in the high trees, love's bluebird glides
Guiding us 'cross to another river on the other side

[Verse 6]
And there, someone is waitin' with a look in her eyes
And though my heart's grown weary and more than a little bit shy
Tonight I'll drink from her waters to quench my thirst
And leave the angels to worry with every wish",Human Touch,1992,With Every Wish
184,"[Verse 1]
Well, I've been a losin' gambler, just throwin' snake eyes
Love ain't got me downhearted, I know up around the corner lies
My fool's paradise
In just another roll of the dice

[Verse 2]
All my elevens and sevens been comin' up sixes and nines
But since I fell for you, baby, been comin' on changin' times
They're waitin' over the rise
In just another roll of the dice

[Bridge 1]
I've stumbled and I know I've made my mistakes
Oh, but tonight I'm gonna be playin' for all of the stakes

[Verse 3]
Well, it's never too late, so come on, girl, the tables are waiting
You and me and lady luck, well tonight, we'll be celebrating
Drinkin' champagne on ice
In just another roll of the dice

[Bridge 2]
High-rollers, lay down your bets and I'll raise 'em
Well, I know the odds ain't in my favor

[Verse 4]
Maybe I'm just a clown throwin' down, lookin' to come up busted
I'm a thief in the house of love and I can't be trusted
Well, I'll be makin' my heist
Just another roll of the dice

[Outro]
Just another roll of the dice
Move on up, move on up
Roll me, baby
In this fool's paradise
Just another roll of the dice
Come on, seven
Come on, seven
Roll me, baby
In this fool's heaven
Just another roll of the dice
Move on up, get on up
Roll me, baby
Just another roll of the dice",Human Touch,1992,Roll of the Dice
185,"[Verse 1]
Mister trouble come walkin' this way
Year gone past feels like one long day
But I'm alive and I'm feelin' all right
Well, I run that hard road outta Heartbreak City
Built a roadside carnival out of hurt and self-pity
It was all wrong, well now I'm movin' on

[Chorus]
Ain't no church bells ringing
Ain't no flags unfurled
Just me and you and the love we're bringing
Into the real world
Into the real world

[Verse 2]
I built a shrine in my heart, it wasn't pretty to see
Made out of fool's gold, memory, and tears cried
Now I'm heading over the rise
I'm searching for one clear moment of love and truth
I still got a little faith, but what I need is some proof tonight
I'm lookin' for it in your eyes

[Chorus]
Ain't no church bells ringing
Ain't no flags unfurled
Just me and you and the love we're bringing
Into the real world
Into the real world
[Bridge 1]
Well, tonight I just wanna shout
I feel my soul waist-deep and sinking into this black river of doubt
I just wanna rise and walk along the riverside
And when the morning comes, baby, I don't wanna hide
I'll stand right at your side with my arms open wide

[Bridge 2]
Well, tonight I just wanna shout
I feel my soul waist-deep and sinking into this black river of doubt
I just wanna rise and walk along the riverside
Till the morning comes, I'll stand right by your side

[Verse 3]
I wanna find some answers, I wanna ask for some help
I'm tired or running scared, baby, let's get our bags packed
We'll take it here to hell and heaven and back
And if love is hopeless, hopeless at best
Come on, put on your party dress
It's ours tonight and we're going with the tumblin' dice

[Chorus]
Ain't no church bells ringing
Ain't no flags unfurled
Just me and you and the love we're bringing
Into the real world
Into the real world
Oh, into the real world",Human Touch,1992,Real World
186,"[Verse 1]
Said you'd give me just a little kiss
And you'd rock me for a little while
Well, you'd slip me just a piece of it
Well, listen up, little child

[Chorus]
I want it all or nothin' at all
I want it all or nothin' at all

[Verse 2]
Said you'd take me for a little dance
If you had a little time on your hands
Well, all I do is push and shove
Just to get a little piece of your love

[Chorus]
I want it all or nothin' at all
I want it all or nothin' at all

[Bridge]
Well now, I don't wanna be greedy
But when it comes to love, there ain't no doubt
You just ain't gonna get what you want
With one foot in bed and one foot out
[Chorus]
You got to give it all or nothin' at all
Hey yeah, all or nothin' at all

[Verse 3]
Now I only got a little time
So if you're gonna change your mind
Then shout out what you're thinkin' of
If what you're thinkin' of is love

[Chorus]
I want it all or nothin' at all
I want it all or nothin' at all
I want to have it all or nothin at all
I want it all or nothin' at all
I want it all or nothin' at all
I want to give it all or nothin at all",Human Touch,1992,All Or Nothin' At All
187,"[Verse 1]
Well, you can go out with him
Play with all of his toys
But takin' care of you, darlin'
Ain't for one of the boys

[Pre-Chorus 1]
Oh, there's somethin' in your soul
That he's gonna rob
Lovin' you, baby, lovin' you, darlin'
Lovin' you, woman, is a man's man's job

[Chorus]
Lovin' you's a man's job, baby
Lovin' you's a man's job
Lovin' you's a man's job, baby
Lovin' you's a man's job

[Verse 2]
Well now, his kisses may thrill
Those other girls that he likes
But when it comes to treatin'
A real woman right

[Pre-Chorus 2]
Well, all of his tricks
No, they won't be enough
'Cause lovin' you, baby, lovin' you, woman
Lovin' you, darlin', is a man's man's job
[Chorus]
Lovin' you's a man's job, baby
Lovin' you's a man's job
Lovin' you's a man's job, baby
Lovin' you's a man's job

[Bridge]
You're dancin' with him, he's holding you tight
I'm standing here waitin' to catch your eye
Your hand's on his neck as the music sways
All my illusions slip away

[Verse 3]
Now if you're lookin' for a hero
Someone to save the day
Well, darlin', my feet
They're made of clay

[Pre-Chorus 3]
But I've got somethin' in my soul
And I wanna give it up
But gettin' up the nerve, gettin' up the nerve
Gettin' up the nerve is a man's man's job

[Chorus]
Lovin' you's a man's job, baby
Lovin' you's a man's job
Lovin' you's a man's job, woman
Lovin' you's a man's job",Human Touch,1992,Man's Job
188,"[Verse 1]
I love to see the cottonwood blossom in the early spring
I love to see the message of love that the bluebird brings
But when I see you walkin' with him down along the strand
I wish I were blind when I see you with your man

[Verse 2]
I love to see your hair shining in the long summer's light
I love to watch the stars fill the sky on a summer night
The music plays, you take his hand
I watch how you touch him as you start to dance
And I wish I were blind when I see you with your man

[Chorus]
We struggle here but all our love's in vain
Oh, these eyes that once filled me with your beauty
Now fill me with pain
And the light that once entered here is banished from me
Oh, and this darkness is all, baby, that my heart sees
And though this world is filled with the grace
And beauty of God's hand
Oh, I wish I were blind when I see you with your man

[Chorus]
We struggle here but all our love's in vain
Oh, these eyes that once filled me with your beauty
Now fill me with pain
And the light that once entered here is banished from me
Oh, and this darkness is all, baby, that my heart sees
And though this world is filled with the grace
And beauty of God's hand
Oh, I wish I were blind when I see you with your man
[Outro]
Oh, I wish I were blind when I see you with your man
Oh, I wish I were blind when I see you with your man",Human Touch,1992,I Wish I Were Blind
189,"[Verse 1]
My soul went walkin' but I stayed here
Feel like I been workin' for a thousand years
Chippin' away at this chain of my own lies
Climbin' a wall a hundred miles high

[Chorus 1]
Well, I woke up this morning on the other side
Yeah, yeah, this is the long goodbye
Hey yeah, this is the long goodbye

[Verse 2]
Same old faces, it's the same old town
What once was laughs is draggin' me down
Waitin' on rain, hangin' on for love
Words of forgiveness from some God above

[Chorus 2]
Ain't no words of mercy comin' from on high
Oh no, it's just a long goodbye
Yeah, yeah, just one long goodbye

[Bridge]
Well, I went to leave twenty years ago
Since then I guess I been packin' kinda slow
Sure did like that admirin' touch
Guess I liked it a little too much

[Verse 3]
The moon is high and here I am
Sittin' here with this hammer in hand
One more drink oughta ease the pain
Starin' at that last link in the chain

[Chorus 3]
Well, let's raise our glass and let the hammer fly
Hey yeah, this is the long goodbye
Hey yeah, this is the long goodbye

[Outro]
Kiss me, baby, and we're gonna fly
Hey yeah, this is the long goodbye
Yeah, yeah, this is the long goodbye
Hey yeah, this is the long goodbye
Kiss me, baby, 'cause we're gonna ride
Yeah, yeah, this is the long goodbye",Human Touch,1992,The Long Goodbye
190,"[Verse 1]
Took my baby to a picture show
Found a seat in the back row
Sound came up, lights went down
Rambo, he was blowin' 'em down

[Pre-Chorus 1]
I don't need no gun in my fist, baby
All I need is your sweet kiss
To get me feelin' like a real man
Feelin' like a real man

[Chorus]
Well, you can beat on your chest
Hell, any monkey can
But you got me feelin' like a real man
Oh, feelin' like a real man

[Verse 2]
Me and my girl, Saturday night
Late movie on channel five
The girls were droppin', they're droppin' like flies
To some smooth-talkin', cool-walkin' private eye

[Pre-Chorus 2]
I ain't got no nerves of steel
But all I got to know is if your love is real
To get me feelin' like a real man
Oh, feelin' like a real man
[Chorus]
Well, you can beat on your chest
Hell, any monkey can
But you got me feelin' like a real man
Oh, feelin' like a real man

[Verse 3]
I ain't no fighter, that's easy to see
And as a lover I ain't goin' down in history
But when the lights go down and you pull me close
Well, I look in your eyes and there's one thing I know

[Pre-Chorus 3]
Baby, I'll be tough enough
If I can find the guts to give you all my love
Then I'll be feelin' like a real man
Feelin' like a real man

[Chorus]
Well, you can beat on your chest
Hell, any monkey can
But you got me feelin' like a real man
Oh, feelin' like a real man

[Outro]
Yeah, I'm feelin' like a real man
Oh, feelin' like a real man",Human Touch,1992,Real Man
191,"[Chorus]
Pony boy, pony boy
Won't you be my pony boy?
Giddy-up, giddy-up, giddy-up, whoa
My pony boy

[Verse 1]
Ride with me, ride with me
Won't you take a ride with me?
Underneath the starry sky
My pony boy

[Verse 2]
O'er the hills and through the trees
We'll go riding, you and me
Giddy-up, giddy-up, giddy-up away
My pony boy

[Chorus]
Pony boy, pony boy
Won't you be my pony boy?
Giddy-up, giddy-up, giddy-up, whoa
My pony boy

[Verse 3]
Down into the valley deep
'Neath the eaves we will sleep
Sky of dreams up above
My pony boy
[Chorus]
Pony boy, pony boy
Won't you be my pony boy?
Giddy-up, giddy-up, giddy-up, whoa
My pony boy

[Chorus]
Pony boy, pony boy
Won't you be my pony boy?
Giddy-up, giddy-up, giddy-up, whoa
My pony boy",Human Touch,1992,Pony Boy
192,"[Verse 1]
I got the fortunes of heaven in diamonds and gold
I got all the bonds, baby, that the bank could hold
I got houses 'cross the country, honey, end to end
And everybody, buddy, wants to be my friend
Well, I got all the riches, baby, any man ever knew
But the only thing I ain't got, honey, I ain't got you

[Verse 2]
I got a house full of Rembrandt and priceless art
And all the little girls, they wanna tear me apart
When I walk down the street, people stop and stare
Well, you'd think I might be thrilled, but baby, I don't care
'Cause I got more good luck, honey, than old King Farouk
But the only thing I ain't got, baby, I ain't got you

[Bridge]
I got a big diamond watch sittin' on my wrist
I try to tempt you, baby, but you just resist
I made a deal with the devil, babe, I won't deny
Until I got you in my arms, I can't be satisfied

[Verse 3]
I got a pound of caviar sitting home on ice
I got a fancy foreign car that rides like paradise
I got a hundred pretty women knockin' down my door
And folks wanna kiss me I ain't even seen before
I been around the world and all across the seven seas
Been paid a king's ransom for doin' what comes naturally
But I'm still the biggest fool, honey, this world ever knew
'Cause the only thing I ain't got, baby, I ain't got you",Tunnel Of Love,1987,Ain't Got You
193,"[Verse 1]
Well, it's Saturday night
You're all dressed up in blue
I been watching you a while
Maybe you been watching me, too
So somebody ran out
Left somebody's heart in a mess
Well, if you're looking for love
Honey, I'm tougher than the rest

[Verse 2]
Some girls, they want a handsome Dan
Or some good-lookin' Joe
On their arm, some girls
Like a sweet-talkin' Romeo
Well, round here, baby
I learned you get what you can get
So if you're rough enough for love
Honey, I'm tougher than the rest

[Bridge]
The road is dark and it's a thin, thin line
But I want you to know I'll walk it for you any time
Maybe your other boyfriends couldn't pass the test
Well, if you're rough and ready for love
Honey, I'm tougher than the rest

[Verse 3]
Well, it ain't no secret
I've been around a time or two
Well, I don't know, baby
Maybe you've been around too
Well, there's another dance
All you gotta do is say yes
And if you're rough and ready for love
Honey, I'm tougher than the rest

[Refrain]
If you're rough enough for love
Baby, I'm tougher than the rest",Tunnel Of Love,1987,Tougher Than the Rest
194,"[Verse 1]
I got a dollar in my pocket
There ain't a cloud up above
I got a picture in a locket
That says 'Baby, I love you'
Well, if you didn't look then, boys
Then fellas, don't go lookin' now
Well, here she comes a-walkin'
All that heaven will allow

[Verse 2]
Say hey there, Mister Bouncer
Now all I wanna do is dance
But I swear I left my wallet
Back home in my workin' pants
C'mon Slim, slip me in, man
I'll make it up to you somehow
I can't be late, I got a date
With all that heaven will allow

[Verse 3]
Rain and storm and dark skies
Well now, they don't mean a thing
If you got a girl that loves you
And who wants to wear your ring
So c'mon, Mister Trouble
We'll make it through you somehow
We'll fill this house with all the love
All that heaven will allow

[Verse 4]
Now some may wanna die young, man
Young and gloriously
Get it straight now, mister
Hey buddy, that ain't me
'Cause I got something on my mind, yeah
That sets me straight and walkin' proud
And I want all the time
All that heaven will allow

[Refrain]
Yeah, I want all the time
All that heaven will allow",Tunnel Of Love,1987,All That Heaven Will Allow
